0	1
0	8
0	9
0	11
0	15
0	35
0	36
0	39
0	43
0	44
0	50
0	53
0	59
0	61
0	64
0	67
0	71
0	77
0	87
0	91
0	100
0	108
0	113
0	118
0	119
0	123
0	126
0	130
0	132
0	136
0	144
0	153
0	159
0	167
0	169
0	171
0	172
0	175
0	178
0	179
0	183
0	184
0	193
0	195
0	196
0	199
0	201
0	211
0	217
0	223
0	224
0	226
0	231
0	232
0	233
0	237
0	238
0	241
0	262
0	271
0	273
0	274
0	292
0	295
0	297
0	319
0	322
0	324
0	327
0	335
0	336
0	343
0	350
0	352
0	363
0	366
0	368
0	371
0	381
0	385
0	390
0	398
0	400
0	405
0	407
0	408
0	410
0	415
0	419
0	439
0	442
0	448
0	451
0	454
0	455
0	456
0	460
0	464
0	486
0	492
0	494
0	501
0	503
0	512
0	517
0	518
0	520
0	527
0	528
0	530
0	549
0	550
0	551
0	564
0	567
0	571
0	572
0	588
0	591
0	596
0	600
0	619
0	628
0	641
0	654
0	656
0	658
0	659
0	664
0	668
0	675
0	683
0	688
0	697
0	699
0	705
0	708
0	713
0	718
0	719
0	722
0	725
0	729
0	730
0	734
0	743
0	753
0	754
0	755
0	761
0	768
0	770
0	773
0	784
0	794
0	803
0	809
0	812
0	813
0	814
0	817
0	818
0	819
0	830
0	831
0	832
0	834
0	838
0	839
0	843
0	857
0	858
0	864
0	866
0	869
0	872
0	877
0	899
0	905
0	910
0	916
0	918
0	920
0	924
0	926
0	927
0	945
0	958
0	961
0	970
0	973
0	974
0	976
0	981
0	986
0	990
0	991
0	999
0	1000
1	0
1	2
1	13
1	17
1	28
1	38
1	49
1	50
1	72
1	73
1	75
1	82
1	85
1	86
1	91
1	92
1	94
1	99
1	106
1	109
1	111
1	112
1	136
1	137
1	141
1	142
1	144
1	147
1	148
1	150
1	154
1	155
1	158
1	159
1	162
1	173
1	174
1	177
1	181
1	194
1	195
1	198
1	200
1	204
1	205
1	208
1	221
1	223
1	236
1	239
1	252
1	254
1	257
1	262
1	263
1	271
1	273
1	277
1	281
1	284
1	287
1	294
1	297
1	307
1	311
1	315
1	317
1	320
1	332
1	336
1	341
1	342
1	343
1	347
1	354
1	355
1	358
1	376
1	377
1	385
1	389
1	400
1	406
1	414
1	418
1	445
1	446
1	459
1	470
1	477
1	493
1	495
1	499
1	505
1	506
1	507
1	509
1	517
1	519
1	536
1	545
1	546
1	547
1	548
1	550
1	553
1	555
1	558
1	561
1	565
1	571
1	585
1	587
1	591
1	592
1	598
1	606
1	607
1	611
1	615
1	618
1	623
1	626
1	628
1	629
1	643
1	650
1	654
1	655
1	658
1	664
1	672
1	680
1	706
1	712
1	713
1	732
1	743
1	744
1	747
1	752
1	757
1	758
1	760
1	771
1	785
1	796
1	802
1	807
1	809
1	810
1	816
1	817
1	839
1	846
1	850
1	863
1	864
1	867
1	874
1	883
1	887
1	888
1	889
1	890
1	892
1	909
1	911
1	916
1	922
1	931
1	938
1	940
1	945
1	952
1	960
1	968
1	985
1	987
1	988
2	1
2	7
2	16
2	27
2	31
2	32
2	41
2	43
2	49
2	55
2	56
2	60
2	66
2	67
2	68
2	69
2	72
2	74
2	75
2	81
2	89
2	91
2	93
2	106
2	109
2	110
2	112
2	124
2	128
2	134
2	138
2	139
2	144
2	148
2	151
2	159
2	167
2	177
2	179
2	184
2	195
2	205
2	206
2	209
2	213
2	226
2	233
2	239
2	242
2	253
2	258
2	259
2	260
2	270
2	272
2	275
2	276
2	277
2	286
2	292
2	302
2	307
2	317
2	318
2	339
2	344
2	346
2	353
2	355
2	357
2	365
2	366
2	370
2	373
2	374
2	375
2	384
2	387
2	390
2	399
2	401
2	408
2	409
2	413
2	414
2	420
2	422
2	424
2	425
2	439
2	448
2	452
2	453
2	456
2	468
2	469
2	473
2	474
2	476
2	485
2	487
2	489
2	494
2	501
2	503
2	514
2	525
2	527
2	529
2	538
2	544
2	561
2	569
2	579
2	584
2	586
2	590
2	591
2	599
2	600
2	603
2	615
2	618
2	625
2	627
2	629
2	643
2	645
2	650
2	652
2	664
2	665
2	666
2	674
2	675
2	681
2	688
2	689
2	691
2	694
2	699
2	701
2	702
2	711
2	718
2	720
2	726
2	736
2	743
2	751
2	756
2	757
2	762
2	773
2	782
2	790
2	793
2	795
2	797
2	799
2	800
2	805
2	819
2	830
2	831
2	837
2	840
2	843
2	847
2	851
2	854
2	862
2	867
2	869
2	876
2	878
2	882
2	886
2	899
2	902
2	918
2	920
2	921
2	922
2	927
2	931
2	935
2	938
2	942
2	953
2	955
2	957
2	959
2	960
2	963
2	965
2	970
2	971
2	977
2	981
2	983
2	989
2	999
3	0
3	1
3	2
3	6
3	16
3	19
3	21
3	23
3	26
3	27
3	30
3	32
3	38
3	41
3	46
3	48
3	57
3	61
3	65
3	69
3	76
3	80
3	87
3	91
3	92
3	103
3	106
3	107
3	109
3	117
3	121
3	126
3	128
3	135
3	136
3	146
3	150
3	151
3	156
3	158
3	161
3	163
3	166
3	173
3	174
3	181
3	182
3	198
3	200
3	206
3	225
3	229
3	230
3	238
3	242
3	243
3	244
3	247
3	250
3	261
3	265
3	266
3	267
3	268
3	270
3	284
3	286
3	287
3	289
3	290
3	292
3	298
3	302
3	304
3	305
3	306
3	310
3	321
3	324
3	325
3	326
3	330
3	337
3	344
3	346
3	354
3	359
3	372
3	373
3	387
3	389
3	406
3	411
3	415
3	426
3	430
3	435
3	436
3	439
3	441
3	443
3	446
3	454
3	459
3	460
3	473
3	477
3	479
3	499
3	501
3	512
3	514
3	526
3	530
3	537
3	539
3	543
3	549
3	552
3	554
3	555
3	563
3	564
3	580
3	582
3	586
3	593
3	600
3	606
3	609
3	613
3	616
3	633
3	640
3	648
3	655
3	659
3	662
3	663
3	675
3	676
3	683
3	693
3	696
3	705
3	708
3	709
3	710
3	711
3	714
3	715
3	719
3	721
3	723
3	735
3	738
3	740
3	745
3	755
3	756
3	759
3	762
3	772
3	775
3	777
3	780
3	782
3	789
3	799
3	802
3	803
3	807
3	809
3	816
3	825
3	832
3	842
3	843
3	853
3	855
3	860
3	863
3	866
3	870
3	875
3	886
3	890
3	892
3	901
3	913
3	914
3	923
3	924
3	936
3	941
3	946
3	953
3	956
3	958
3	974
3	976
3	983
3	989
3	990
3	993
3	999
3	1000
4	10
4	14
4	16
4	18
4	22
4	25
4	26
4	40
4	44
4	47
4	48
4	57
4	61
4	62
4	64
4	66
4	67
4	76
4	77
4	87
4	90
4	93
4	100
4	114
4	123
4	134
4	136
4	143
4	145
4	147
4	153
4	155
4	158
4	162
4	163
4	167
4	168
4	171
4	172
4	178
4	179
4	180
4	184
4	193
4	198
4	201
4	210
4	215
4	220
4	233
4	241
4	243
4	245
4	250
4	254
4	256
4	257
4	260
4	261
4	263
4	270
4	276
4	279
4	282
4	291
4	292
4	293
4	294
4	300
4	303
4	304
4	312
4	313
4	320
4	327
4	335
4	360
4	370
4	371
4	376
4	378
4	381
4	399
4	408
4	410
4	411
4	417
4	418
4	420
4	422
4	424
4	429
4	437
4	438
4	449
4	463
4	467
4	468
4	474
4	476
4	488
4	489
4	490
4	496
4	500
4	510
4	514
4	517
4	521
4	527
4	534
4	537
4	538
4	547
4	548
4	549
4	551
4	556
4	557
4	560
4	567
4	579
4	584
4	586
4	587
4	588
4	615
4	617
4	618
4	620
4	622
4	624
4	627
4	634
4	635
4	644
4	648
4	658
4	659
4	660
4	664
4	673
4	675
4	681
4	683
4	684
4	686
4	692
4	699
4	700
4	702
4	703
4	716
4	717
4	718
4	721
4	722
4	732
4	741
4	748
4	757
4	758
4	764
4	765
4	767
4	770
4	771
4	776
4	782
4	798
4	799
4	804
4	807
4	814
4	820
4	821
4	832
4	836
4	839
4	841
4	842
4	848
4	852
4	855
4	858
4	863
4	879
4	893
4	903
4	904
4	906
4	910
4	911
4	914
4	917
4	922
4	932
4	937
4	941
4	949
4	960
4	963
4	966
4	970
4	980
4	985
4	989
4	990
4	992
4	1000
5	2
5	9
5	13
5	15
5	28
5	29
5	33
5	34
5	42
5	52
5	54
5	58
5	59
5	61
5	64
5	79
5	80
5	81
5	83
5	84
5	93
5	94
5	99
5	100
5	110
5	117
5	123
5	125
5	128
5	129
5	130
5	133
5	142
5	150
5	151
5	154
5	155
5	164
5	165
5	167
5	168
5	171
5	176
5	178
5	187
5	192
5	193
5	194
5	199
5	206
5	208
5	211
5	217
5	218
5	221
5	229
5	244
5	245
5	250
5	257
5	258
5	266
5	267
5	273
5	278
5	282
5	296
5	308
5	309
5	312
5	315
5	323
5	326
5	331
5	342
5	349
5	350
5	374
5	378
5	389
5	397
5	402
5	404
5	409
5	411
